160 80 3180
1 2 0.500000
1 5 0.500000
1 12 0.500000
1 14 0.500000
1 17 0.500000
1 20 0.500000
1 23 0.500000
1 26 0.500000
1 29 0.500000
1 30 0.500000
1 54 0.500000
1 62 0.500000
1 68 0.500000
1 70 0.500000
1 71 0.500000
1 73 0.500000
1 81 0.500000
1 86 0.500000
1 88 0.500000
1 90 0.500000
1 93 0.500000
1 98 0.500000
1 102 0.500000
1 109 0.500000
1 112 0.500000
1 115 0.500000
1 120 0.500000
1 122 0.500000
1 125 0.500000
1 126 0.500000
1 129 0.500000
1 133 0.500000
1 134 0.500000
1 135 0.500000
1 138 0.500000
1 148 0.500000
1 151 0.500000
1 160 0.500000
2 9 0.500000
2 16 0.500000
2 18 0.500000
2 19 0.500000
2 30 0.500000
2 37 0.500000
2 41 0.500000
2 47 0.500000
2 55 0.500000
2 66 0.500000
2 70 0.500000
2 76 0.500000
2 78 0.500000
2 90 0.500000
2 92 0.500000
2 94 0.500000
2 101 0.500000
2 106 0.500000
2 121 0.500000
2 127 0.500000
2 128 0.500000
2 130 0.500000
2 131 0.500000
2 133 0.500000
2 135 0.500000
2 137 0.500000
2 139 0.500000
2 141 0.500000
2 148 0.500000
2 151 0.500000
2 152 0.500000
2 155 0.500000
2 156 0.500000
2 158 0.500000
2 159 0.500000
3 4 0.500000
3 7 0.500000
3 10 0.500000
3 13 0.500000
3 24 0.500000
3 26 0.500000
3 27 0.500000
3 37 0.500000
3 41 0.500000
3 45 0.500000
3 49 0.500000
3 50 0.500000
3 54 0.500000
3 56 0.500000
3 62 0.500000
3 63 0.500000
3 66 0.500000
3 67 0.500000
3 68 0.500000
3 74 0.500000
3 82 0.500000
3 83 0.500000
3 87 0.500000
3 96 0.500000
3 101 0.500000
3 105 0.500000
3 106 0.500000
3 117 0.500000
3 120 0.500000
3 125 0.500000
3 127 0.500000
3 130 0.500000
3 131 0.500000
3 135 0.500000
3 137 0.500000
3 138 0.500000
3 139 0.500000
3 142 0.500000
3 143 0.500000
3 144 0.500000
3 154 0.500000
3 158 0.500000
3 159 0.500000
4 10 0.500000
4 12 0.500000
4 13 0.500000
4 16 0.500000
4 22 0.500000
4 29 0.500000
4 37 0.500000
4 38 0.500000
4 45 0.500000
4 46 0.500000
4 51 0.500000
4 55 0.500000
4 61 0.500000
4 64 0.500000
4 65 0.500000
4 68 0.500000
4 71 0.500000
4 75 0.500000
4 89 0.500000
4 90 0.500000
4 96 0.500000
4 102 0.500000
4 103 0.500000
4 120 0.500000
4 124 0.500000
4 134 0.500000
4 137 0.500000
4 139 0.500000
4 141 0.500000
4 146 0.500000
4 147 0.500000
4 151 0.500000
4 154 0.500000
4 155 0.500000
4 157 0.500000
4 158 0.500000
4 160 0.500000
5 7 0.500000
5 11 0.500000
5 13 0.500000
5 14 0.500000
5 16 0.500000
5 22 0.500000
5 24 0.500000
5 27 0.500000
5 33 0.500000
5 34 0.500000
5 38 0.500000
5 39 0.500000
5 42 0.500000
5 48 0.500000
5 50 0.500000
5 53 0.500000
5 54 0.500000
5 55 0.500000
5 56 0.500000
5 59 0.500000
5 80 0.500000
5 83 0.500000
5 91 0.500000
5 92 0.500000
5 94 0.500000
5 103 0.500000
5 104 0.500000
5 105 0.500000
5 118 0.500000
5 133 0.500000
5 134 0.500000
5 135 0.500000
5 138 0.500000
5 139 0.500000
5 145 0.500000
5 148 0.500000
5 151 0.500000
5 154 0.500000
5 158 0.500000
6 10 0.500000
6 22 0.500000
6 23 0.500000
6 24 0.500000
6 31 0.500000
6 32 0.500000
6 34 0.500000
6 36 0.500000
6 37 0.500000
6 39 0.500000
6 49 0.500000
6 61 0.500000
6 67 0.500000
6 79 0.500000
6 82 0.500000
6 83 0.500000
6 91 0.500000
6 95 0.500000
6 96 0.500000
6 100 0.500000
6 108 0.500000
6 109 0.500000
6 111 0.500000
6 117 0.500000
6 123 0.500000
6 128 0.500000
6 131 0.500000
6 140 0.500000
6 146 0.500000
6 152 0.500000
6 155 0.500000
6 156 0.500000
6 159 0.500000
7 12 0.500000
7 13 0.500000
7 15 0.500000
7 16 0.500000
7 17 0.500000
7 18 0.500000
7 21 0.500000
7 22 0.500000
7 24 0.500000
7 25 0.500000
7 27 0.500000
7 32 0.500000
7 36 0.500000
7 39 0.500000
7 48 0.500000
7 53 0.500000
7 54 0.500000
7 61 0.500000
7 66 0.500000
7 75 0.500000
7 77 0.500000
7 78 0.500000
7 83 0.500000
7 85 0.500000
7 88 0.500000
7 97 0.500000
7 98 0.500000
7 100 0.500000
7 102 0.500000
7 119 0.500000
7 128 0.500000
7 129 0.500000
7 130 0.500000
7 131 0.500000
7 133 0.500000
7 136 0.500000
7 145 0.500000
7 154 0.500000
7 155 0.500000
8 11 0.500000
8 14 0.500000
8 17 0.500000
8 20 0.500000
8 26 0.500000
8 35 0.500000
8 37 0.500000
8 40 0.500000
8 44 0.500000
8 51 0.500000
8 53 0.500000
8 54 0.500000
8 55 0.500000
8 56 0.500000
8 61 0.500000
8 66 0.500000
8 68 0.500000
8 72 0.500000
8 75 0.500000
8 78 0.500000
8 81 0.500000
8 84 0.500000
8 86 0.500000
8 88 0.500000
8 89 0.500000
8 90 0.500000
8 100 0.500000
8 101 0.500000
8 105 0.500000
8 108 0.500000
8 109 0.500000
8 117 0.500000
8 125 0.500000
8 127 0.500000
8 129 0.500000
8 133 0.500000
8 137 0.500000
8 143 0.500000
8 148 0.500000
8 151 0.500000
8 152 0.500000
8 155 0.500000
9 11 0.500000
9 14 0.500000
9 25 0.500000
9 28 0.500000
9 41 0.500000
9 44 0.500000
9 49 0.500000
9 51 0.500000
9 55 0.500000
9 57 0.500000
9 65 0.500000
9 66 0.500000
9 67 0.500000
9 69 0.500000
9 73 0.500000
9 77 0.500000
9 80 0.500000
9 84 0.500000
9 87 0.500000
9 92 0.500000
9 98 0.500000
9 109 0.500000
9 110 0.500000
9 112 0.500000
9 121 0.500000
9 122 0.500000
9 125 0.500000
9 126 0.500000
9 138 0.500000
9 139 0.500000
9 140 0.500000
9 149 0.500000
9 154 0.500000
9 156 0.500000
10 14 0.500000
10 21 0.500000
10 22 0.500000
10 24 0.500000
10 26 0.500000
10 28 0.500000
10 35 0.500000
10 39 0.500000
10 48 0.500000
10 53 0.500000
10 60 0.500000
10 62 0.500000
10 64 0.500000
10 65 0.500000
10 67 0.500000
10 76 0.500000
10 79 0.500000
10 81 0.500000
10 91 0.500000
10 93 0.500000
10 98 0.500000
10 103 0.500000
10 106 0.500000
10 108 0.500000
10 111 0.500000
10 118 0.500000
10 122 0.500000
10 124 0.500000
10 129 0.500000
10 135 0.500000
10 140 0.500000
10 149 0.500000
10 155 0.500000
11 15 0.500000
11 28 0.500000
11 34 0.500000
11 35 0.500000
11 36 0.500000
11 37 0.500000
11 40 0.500000
