140 70 2433
1 8 0.500000
1 10 0.500000
1 13 0.500000
1 25 0.500000
1 32 0.500000
1 41 0.500000
1 42 0.500000
1 50 0.500000
1 51 0.500000
1 56 0.500000
1 69 0.500000
1 75 0.500000
1 79 0.500000
1 86 0.500000
1 92 0.500000
1 95 0.500000
1 96 0.500000
1 101 0.500000
1 105 0.500000
1 113 0.500000
1 117 0.500000
1 118 0.500000
1 122 0.500000
1 132 0.500000
1 137 0.500000
2 3 0.500000
2 12 0.500000
2 13 0.500000
2 16 0.500000
2 19 0.500000
2 24 0.500000
2 27 0.500000
2 29 0.500000
2 30 0.500000
2 36 0.500000
2 42 0.500000
2 46 0.500000
2 48 0.500000
2 50 0.500000
2 57 0.500000
2 61 0.500000
2 62 0.500000
2 66 0.500000
2 68 0.500000
2 70 0.500000
2 76 0.500000
2 78 0.500000
2 79 0.500000
2 85 0.500000
2 90 0.500000
2 91 0.500000
2 99 0.500000
2 101 0.500000
2 103 0.500000
2 106 0.500000
2 107 0.500000
2 115 0.500000
2 117 0.500000
2 122 0.500000
2 123 0.500000
2 124 0.500000
2 130 0.500000
2 131 0.500000
2 137 0.500000
2 138 0.500000
2 140 0.500000
3 7 0.500000
3 9 0.500000
3 21 0.500000
3 24 0.500000
3 34 0.500000
3 36 0.500000
3 38 0.500000
3 40 0.500000
3 47 0.500000
3 48 0.500000
3 57 0.500000
3 58 0.500000
3 61 0.500000
3 70 0.500000
3 72 0.500000
3 79 0.500000
3 91 0.500000
3 92 0.500000
3 101 0.500000
3 105 0.500000
3 106 0.500000
3 107 0.500000
3 109 0.500000
3 114 0.500000
3 115 0.500000
3 116 0.500000
3 117 0.500000
3 118 0.500000
3 120 0.500000
3 122 0.500000
3 123 0.500000
3 125 0.500000
3 127 0.500000
3 129 0.500000
4 7 0.500000
4 9 0.500000
4 13 0.500000
4 17 0.500000
4 20 0.500000
4 21 0.500000
4 31 0.500000
4 32 0.500000
4 33 0.500000
4 45 0.500000
4 46 0.500000
4 48 0.500000
4 55 0.500000
4 59 0.500000
4 61 0.500000
4 62 0.500000
4 66 0.500000
4 67 0.500000
4 71 0.500000
4 75 0.500000
4 81 0.500000
4 82 0.500000
4 93 0.500000
4 94 0.500000
4 96 0.500000
4 109 0.500000
4 126 0.500000
4 135 0.500000
4 137 0.500000
5 11 0.500000
5 12 0.500000
5 18 0.500000
5 21 0.500000
5 24 0.500000
5 25 0.500000
5 27 0.500000
5 29 0.500000
5 32 0.500000
5 48 0.500000
5 49 0.500000
5 53 0.500000
5 61 0.500000
5 62 0.500000
5 81 0.500000
5 86 0.500000
5 88 0.500000
5 89 0.500000
5 90 0.500000
5 97 0.500000
5 100 0.500000
5 102 0.500000
5 104 0.500000
5 108 0.500000
5 110 0.500000
5 119 0.500000
5 124 0.500000
5 125 0.500000
6 9 0.500000
6 10 0.500000
6 12 0.500000
6 16 0.500000
6 18 0.500000
6 21 0.500000
6 23 0.500000
6 28 0.500000
6 30 0.500000
6 31 0.500000
6 36 0.500000
6 41 0.500000
6 47 0.500000
6 50 0.500000
6 56 0.500000
6 57 0.500000
6 62 0.500000
6 64 0.500000
6 74 0.500000
6 78 0.500000
6 79 0.500000
6 80 0.500000
6 91 0.500000
6 93 0.500000
6 105 0.500000
6 110 0.500000
6 112 0.500000
6 113 0.500000
6 123 0.500000
6 128 0.500000
6 132 0.500000
6 133 0.500000
6 138 0.500000
7 11 0.500000
7 19 0.500000
7 21 0.500000
7 22 0.500000
7 30 0.500000
7 34 0.500000
7 35 0.500000
7 37 0.500000
7 38 0.500000
7 39 0.500000
7 40 0.500000
7 42 0.500000
7 53 0.500000
7 58 0.500000
7 62 0.500000
7 64 0.500000
7 65 0.500000
7 66 0.500000
7 69 0.500000
7 71 0.500000
7 72 0.500000
7 73 0.500000
7 75 0.500000
7 77 0.500000
7 78 0.500000
7 81 0.500000
7 83 0.500000
7 85 0.500000
7 90 0.500000
7 100 0.500000
7 102 0.500000
7 111 0.500000
7 113 0.500000
7 128 0.500000
7 129 0.500000
7 130 0.500000
7 132 0.500000
7 135 0.500000
7 136 0.500000
7 138 0.500000
8 9 0.500000
8 11 0.500000
8 12 0.500000
8 24 0.500000
8 30 0.500000
8 33 0.500000
8 36 0.500000
8 39 0.500000
8 40 0.500000
8 47 0.500000
8 57 0.500000
8 60 0.500000
8 67 0.500000
8 71 0.500000
8 76 0.500000
8 79 0.500000
8 84 0.500000
8 90 0.500000
8 94 0.500000
8 99 0.500000
8 100 0.500000
8 111 0.500000
8 116 0.500000
8 117 0.500000
8 120 0.500000
8 129 0.500000
8 140 0.500000
9 21 0.500000
9 25 0.500000
9 26 0.500000
9 30 0.500000
9 31 0.500000
9 51 0.500000
9 52 0.500000
9 54 0.500000
9 56 0.500000
9 59 0.500000
9 62 0.500000
9 71 0.500000
9 73 0.500000
9 74 0.500000
9 78 0.500000
9 80 0.500000
9 83 0.500000
9 86 0.500000
9 87 0.500000
9 92 0.500000
9 95 0.500000
9 96 0.500000
9 99 0.500000
9 100 0.500000
9 105 0.500000
9 118 0.500000
9 119 0.500000
9 121 0.500000
